feature,importance,normalized_importance
thumb_pixel_253,0.0011670118468105248,0.0011670118468105248
thumb_pixel_149,0.0011236402802076665,0.0011236402802076665
thumb_pixel_103,0.0011072323544456457,0.0011072323544456457
thumb_pixel_166,0.0010896619728809269,0.0010896619728809269
thumb_pixel_086,0.0010865350878092792,0.0010865350878092792
thumb_pixel_153,0.001038561398816359,0.001038561398816359
thumb_pixel_148,0.0010248329715202285,0.0010248329715202285
thumb_pixel_252,0.0009712248894196659,0.0009712248894196659
thumb_pixel_243,0.0009499142700856637,0.0009499142700856637
thumb_pixel_000,0.0008549953485214222,0.0008549953485214222
thumb_pixel_015,0.0006803865548626589,0.0006803865548626589
thumb_pixel_240,0.0005093590763869542,0.0005093590763869542
blue_hist_07,0.0004733140143050198,0.0004733140143050198
blue_min,0.0,0.0
green_min,0.0,0.0
red_min,0.0,0.0
gray_min,0.0,0.0

